CustomerID,Age,TypeofContact,CityTier,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
201998,50,Company Invited,3,Large Business,Male,2,3,Premium,3,Married,4,1,5,0,0,Manager,21796
201999,38,Self Enquiry,1,Salaried,Female,2,1,Premium,3,Unmarried,1,0,1,0,0,Manager,22625
202000,27,Self Enquiry,1,Salaried,Female,3,3,Premium,5,Married,2,0,4,0,2,Senior Manager,22412
202001,32,Self Enquiry,1,Salaried,Female,2,3,Premium,3,Unmarried,4,0,1,1,0,Senior Manager,26159
202002,47,Self Enquiry,3,Small Business,Male,2,2,Basic,5,Single,3,0,1,1,1,Manager,19960
202003,40,Company Invited,3,Salaried,Male,2,4,Premium,5,Married,6,1,5,0,0,Senior Manager,25475
202004,53,Self Enquiry,1,Salaried,Male,2,1,Premium,3,Married,4,0,1,0,1,AVP,29814
202005,41,Self Enquiry,2,Salaried,Male,3,4,Premium,3,Married,4,0,1,1,1,VP,34141
202006,60,Self Enquiry,3,Small Business,Male,2,3,Premium,5,Single,1,0,4,1,1,Manager,20405
202007,27,Company Invited,1,Salaried,Male,2,3,Premium,5,Married,2,0,3,0,1,Senior Manager,23793
202008,41,Self Enquiry,2,Salaried,Male,2,4,Premium,3,Married,2,0,1,1,1,VP,34189
202009,32,Self Enquiry,3,Small Business,Male,2,3,Basic,4,Married,1,0,1,0,1,Executive,16000
202010,28,Self Enquiry,1,Salaried,Female,3,5,Basic,4,Single,1,1,1,1,2,Executive,17216
202011,36,Company Invited,1,Salaried,Female,3,1,Premium,5,Married,1,0,3,0,1,Senior Manager,26713
202012,38,Self Enquiry,1,Salaried,Female,2,3,Premium,3,Unmarried,5,1,1,0,1,Senior Manager,22861
202013,32,Company Invited,1,Small Business,Male,2,5,Basic,3,Single,3,0,3,0,0,Executive,18708
202014,47,Company Invited,3,Small Business,Female,2,3,Premium,3,Married,1,1,5,1,0,AVP,28770
202015,30,Self Enquiry,3,Small Business,Male,3,3,Premium,3,Married,1,0,3,1,2,Manager,20304
202016,29,Self Enquiry,3,Salaried,Male,3,3,Basic,3,Single,2,0,4,1,0,Executive,17642
202017,42,Company Invited,1,Small Business,Male,2,1,Basic,3,Married,7,1,3,0,0,Executive,17759
202018,43,Company Invited,3,Salaried,Male,2,4,Basic,3,Married,4,0,5,1,0,Manager,21804
202019,34,Self Enquiry,1,Small Business,Female,3,3,Premium,3,Single,4,0,4,0,1,Manager,21142
202020,23,Self Enquiry,1,Small Business,Male,2,3,Basic,5,Married,2,0,3,1,0,Executive,17500
202021,39,Self Enquiry,2,Salaried,Female,2,1,Basic,4,Married,1,0,1,0,0,Manager,21389
202022,56,Self Enquiry,1,Small Business,Male,2,3,Premium,3,Married,1,0,4,0,0,AVP,26103
202023,40,Self Enquiry,1,Small Business,Female,2,4,Basic,3,Single,1,1,3,0,0,Executive,17342
202024,27,Self Enquiry,1,Small Business,Female,2,4,Premium,5,Unmarried,1,0,3,1,0,Manager,21811
202025,29,Self Enquiry,3,Small Business,Male,2,3,Basic,4,Married,2,0,1,1,0,Executive,17297
202026,53,Self Enquiry,1,Salaried,Male,2,3,Basic,3,Single,3,0,5,1,1,Manager,17450
202027,35,Company Invited,1,Salaried,Female,3,3,Basic,5,Married,3,0,4,1,2,Manager,20093
202028,32,Company Invited,1,Salaried,Male,3,3,Basic,3,Married,2,0,4,1,2,Manager,20309
202029,38,Self Enquiry,1,Small Business,Male,3,3,Basic,3,Married,7,1,4,0,2,Executive,18057
202030,34,Self Enquiry,1,Salaried,Female,2,3,Basic,5,Married,4,0,5,1,1,Manager,20121
202031,52,Self Enquiry,3,Small Business,Male,2,4,Premium,5,Married,2,0,5,1,0,AVP,31856
202032,33,Self Enquiry,1,Salaried,Male,3,3,Basic,3,Single,2,1,3,1,0,Executive,17686
202033,25,Self Enquiry,3,Small Business,Female,2,3,Premium,3,Single,2,0,4,0,0,Manager,21180
202034,45,Self Enquiry,3,Large Business,Male,2,5,Premium,3,Unmarried,1,0,5,1,1,Manager,21632
202035,32,Self Enquiry,1,Small Business,Male,3,1,Basic,3,Single,2,0,1,0,1,Executive,18505
202036,47,Company Invited,3,Salaried,Female,3,1,Basic,3,Unmarried,5,1,4,0,1,Manager,21397
202037,34,Self Enquiry,3,Salaried,Male,2,3,Basic,3,Single,2,0,5,0,1,Manager,21274
202038,55,Self Enquiry,1,Small Business,Male,3,3,Premium,5,Married,6,1,1,1,0,VP,34859
202039,36,Company Invited,3,Salaried,Male,3,4,Premium,5,Unmarried,2,0,1,0,0,Senior Manager,22587
202040,52,Company Invited,1,Small Business,Male,2,3,Basic,3,Married,1,0,3,1,0,Executive,16000
202041,26,Self Enquiry,1,Salaried,Female,3,5,Basic,3,Married,4,0,4,1,0,Executive,16000
202042,29,Self Enquiry,1,Small Business,Female,3,3,Premium,3,Married,5,0,1,0,1,Manager,20000
202043,26,Self Enquiry,3,Large Business,Male,2,4,Premium,5,Single,7,0,3,0,0,Manager,20326
202044,34,Self Enquiry,1,Salaried,Female,3,1,Basic,3,Single,3,0,1,1,1,Executive,18280
202045,54,Self Enquiry,1,Small Business,Female,3,3,Premium,5,Married,1,1,3,0,2,Manager,20485
202046,27,Self Enquiry,3,Small Business,Male,2,3,Premium,3,Married,1,0,3,1,1,Manager,20000
202047,37,Self Enquiry,1,Salaried,Female,2,3,Basic,5,Married,1,1,3,1,0,Executive,17782
202048,38,Company Invited,1,Salaried,Female,3,1,Basic,5,Single,7,1,1,0,0,Manager,20980
202049,34,Self Enquiry,1,Small Business,Female,2,4,Basic,5,Single,2,0,1,1,0,Executive,16000
202050,35,Self Enquiry,3,Salaried,Female,3,3,Basic,3,Married,2,0,3,1,2,Executive,17572
202051,26,Self Enquiry,1,Salaried,Male,2,5,Basic,3,Married,4,0,4,1,0,Executive,16000
202052,40,Company Invited,1,Small Business,Female,2,1,Premium,4,Married,2,0,3,0,0,Manager,20000
202053,34,Self Enquiry,3,Salaried,Female,3,3,Basic,5,Married,6,0,1,1,2,Manager,21500
202054,42,Company Invited,1,Salaried,Male,3,3,Premium,3,Married,2,0,5,1,1,VP,33430
202055,23,Self Enquiry,1,Salaried,Male,3,1,Basic,5,Married,2,1,3,0,0,Executive,16601
202056,24,Company Invited,1,Salaried,Male,2,4,Basic,4,Married,2,0,5,0,1,Executive,17694
202057,52,Self Enquiry,1,Salaried,Female,2,3,Basic,3,Married,1,0,1,1,0,Manager,18149
202058,50,Self Enquiry,1,Small Business,Male,3,3,Premium,3,Married,6,0,1,0,1,AVP,32639
202059,29,Self Enquiry,1,Salaried,Female,2,4,Basic,5,Married,2,1,1,0,0,Executive,17319
202060,33,Self Enquiry,1,Small Business,Male,2,3,Premium,3,Married,1,0,4,1,0,Senior Manager,26691
202061,33,Self Enquiry,3,Small Business,Female,3,3,Premium,5,Single,6,0,3,1,0,Manager,20324
202062,47,Self Enquiry,1,Salaried,Female,2,3,Premium,3,Married,2,1,4,1,0,AVP,31752
202063,36,Self Enquiry,1,Salaried,Female,2,3,Basic,4,Married,1,0,5,1,1,Manager,20228
202064,29,Self Enquiry,1,Salaried,Male,2,1,Basic,3,Married,2,0,1,1,1,Executive,17700
202065,58,Self Enquiry,1,Salaried,Male,2,3,Premium,4,Single,1,1,3,1,0,VP,34246
202066,35,Self Enquiry,1,Salaried,Female,2,1,Basic,3,Single,4,0,3,1,1,Executive,17506
202067,42,Self Enquiry,1,Salaried,Female,2,4,Basic,3,Married,1,1,3,0,0,Manager,21062
202068,28,Self Enquiry,1,Small Business,Male,2,3,Basic,3,Single,7,0,3,1,1,Executive,16000
202069,36,Self Enquiry,2,Salaried,Male,2,3,Basic,4,Married,5,0,3,1,1,Executive,17143
202070,32,Self Enquiry,1,Salaried,Female,3,4,Basic,3,Married,2,0,4,1,1,Manager,21162
202071,40,Company Invited,1,Small Business,Male,2,4,Premium,3,Single,7,0,5,0,0,Manager,20094
202072,30,Self Enquiry,1,Small Business,Female,2,4,Premium,3,Unmarried,6,1,1,1,1,Manager,21877
202073,45,Self Enquiry,1,Salaried,Female,3,4,Basic,3,Single,2,0,3,1,0,Executive,17274
202074,42,Self Enquiry,1,Salaried,Male,3,3,Premium,4,Married,2,0,3,1,0,Manager,20000
202075,38,Company Invited,1,Salaried,Male,1,4,Basic,5,Married,3,0,5,1,0,Manager,21288
202076,34,Company Invited,1,Salaried,Female,3,4,Basic,3,Single,2,0,5,1,2,Executive,17553
202077,49,Self Enquiry,3,Small Business,Female,2,3,Premium,3,Married,2,0,4,0,0,Senior Manager,22654
202078,55,Self Enquiry,3,Small Business,Male,2,3,Premium,3,Single,5,0,1,1,0,Manager,20160
202079,43,Self Enquiry,1,Salaried,Male,3,3,Premium,5,Married,7,0,5,1,1,AVP,32159
202080,27,Self Enquiry,1,Large Business,Male,2,4,Premium,3,Married,2,1,3,1,1,Senior Manager,27808
202081,35,Self Enquiry,1,Salaried,Male,2,3,Premium,3,Unmarried,4,0,3,0,1,Senior Manager,25221
202082,28,Self Enquiry,3,Small Business,Female,2,3,Basic,4,Married,2,1,3,1,1,Manager,19779
202083,26,Self Enquiry,2,Salaried,Male,2,3,Basic,3,Married,1,0,1,1,0,Executive,16000
202084,26,Company Invited,1,Small Business,Female,2,4,Basic,3,Married,2,1,1,0,1,Executive,17366
202085,27,Company Invited,1,Small Business,Male,2,3,Basic,3,Married,2,0,1,0,0,Executive,16706
202086,51,Self Enquiry,3,Small Business,Female,3,3,Premium,3,Married,3,0,3,1,1,AVP,31307
202087,44,Self Enquiry,1,Small Business,Male,2,3,Premium,4,Single,1,0,1,1,1,Manager,20933
202088,32,Self Enquiry,1,Small Business,Male,3,1,Basic,5,Single,1,0,1,0,1,Executive,18424
202089,32,Self Enquiry,3,Small Business,Male,2,1,Premium,5,Married,2,0,4,0,1,Manager,20000
202090,35,Self Enquiry,1,Small Business,Female,2,4,Basic,5,Single,2,0,4,0,1,Executive,17559
202091,36,Self Enquiry,3,Salaried,Male,2,3,Basic,3,Married,2,1,3,1,1,Manager,21201
202092,32,Self Enquiry,3,Salaried,Male,3,3,Basic,3,Married,3,0,1,0,2,Manager,20000
202093,26,Company Invited,1,Salaried,Male,3,4,Basic,3,Married,1,0,5,0,0,Executive,16000
202094,53,Self Enquiry,3,Small Business,Female,3,4,Premium,3,Married,1,1,1,0,1,Senior Manager,25934
202095,45,Self Enquiry,3,Small Business,Male,3,3,Premium,5,Married,5,1,1,0,0,Senior Manager,25761
202096,32,Self Enquiry,1,Small Business,Female,3,1,Premium,3,Married,6,0,3,1,2,Manager,20175
202097,52,Company Invited,1,Small Business,Female,2,4,Premium,3,Married,4,0,5,0,1,AVP,28826
202098,37,Self Enquiry,3,Small Business,Male,3,4,Premium,3,Married,5,0,5,1,0,Manager,21334
202099,28,Self Enquiry,2,Small Business,Male,3,2,Basic,3,Married,2,0,1,1,0,Executive,19936
202100,22,Self Enquiry,1,Salaried,Male,2,4,Basic,3,Married,7,0,1,1,1,Manager,19775
202101,44,Self Enquiry,1,Salaried,Male,3,1,Basic,3,Married,3,1,3,1,0,Executive,17818
202102,42,Company Invited,1,Small Business,Male,2,3,Basic,3,Single,6,1,1,1,1,Executive,17515
202103,36,Self Enquiry,2,Salaried,Male,3,4,Basic,5,Married,1,0,1,0,1,Executive,17342
202104,26,Self Enquiry,3,Salaried,Male,3,3,Basic,5,Married,2,1,4,0,2,Manager,20000
202105,35,Self Enquiry,1,Salaried,Female,3,4,Premium,3,Married,2,1,4,1,2,Senior Manager,25685
202106,35,Company Invited,1,Salaried,Female,3,3,Basic,4,Married,2,1,3,1,1,Executive,17022
202107,32,Company Invited,1,Salaried,Male,3,3,Basic,3,Married,1,0,5,1,0,Executive,17314
202108,25,Self Enquiry,3,Small Business,Male,2,4,Premium,5,Married,2,0,3,1,1,Manager,20000
202109,36,Self Enquiry,1,Large Business,Female,2,3,Basic,5,Married,3,0,4,0,0,Executive,18580
202110,24,Company Invited,1,Salaried,Male,2,4,Basic,3,Married,1,0,3,0,1,Executive,18162
202111,32,Company Invited,3,Salaried,Male,2,3,Basic,4,Married,2,0,3,1,1,Manager,21524
202112,38,Self Enquiry,3,Small Business,Male,3,4,Basic,4,Married,1,0,4,0,2,Executive,17899
202113,42,Self Enquiry,1,Salaried,Female,3,1,Basic,3,Married,3,1,5,1,0,Manager,20231
202114,31,Self Enquiry,1,Salaried,Male,2,3,Basic,3,Married,4,1,3,0,0,Executive,17356
202115,29,Self Enquiry,3,Small Business,Female,2,4,Basic,3,Married,7,1,1,1,1,Executive,17800
202116,53,Self Enquiry,3,Small Business,Male,3,3,Premium,3,Married,6,0,3,1,0,AVP,26836
202117,35,Self Enquiry,1,Large Business,Male,3,4,Premium,4,Married,4,0,3,1,1,Senior Manager,25903
202118,37,Company Invited,3,Small Business,Female,2,3,Basic,3,Married,6,0,1,1,0,Executive,17973
202119,53,Self Enquiry,1,Salaried,Female,3,3,Premium,3,Single,7,0,5,1,1,AVP,29275
202120,43,Company Invited,1,Salaried,Female,2,3,Basic,3,Married,5,0,1,1,1,Manager,20562
202121,47,Self Enquiry,3,Small Business,Female,2,3,Basic,3,Married,1,1,1,1,1,Manager,19537
202122,37,Company Invited,3,Small Business,Male,2,3,Premium,4,Unmarried,2,1,5,0,0,Senior Manager,22642
202123,50,Company Invited,1,Salaried,Male,3,3,Premium,5,Married,2,0,5,1,1,AVP,32924
202124,39,Self Enquiry,2,Salaried,Female,2,4,Basic,3,Married,1,0,3,1,0,Manager,20204
202125,33,Self Enquiry,2,Salaried,Male,2,3,Basic,4,Married,4,1,5,0,1,Executive,17277
202126,32,Self Enquiry,1,Salaried,Male,2,3,Basic,3,Single,2,1,5,0,0,Executive,17795
202127,29,Self Enquiry,1,Small Business,Female,3,4,Basic,3,Married,7,0,5,1,1,Executive,17532
202128,44,Self Enquiry,1,Salaried,Male,3,3,Basic,5,Married,2,1,3,1,0,Executive,17559
202129,28,Self Enquiry,3,Small Business,Male,3,2,Basic,3,Single,2,0,3,0,1,Manager,19908
202130,58,Company Invited,1,Salaried,Male,2,4,Basic,3,Married,1,1,1,1,0,Executive,17380
202131,43,Self Enquiry,1,Salaried,Female,2,3,Basic,4,Married,5,0,3,1,0,Manager,19765
202132,20,Self Enquiry,3,Small Business,Female,2,4,Basic,3,Single,2,0,4,1,0,Executive,17044
202133,21,Self Enquiry,1,Salaried,Female,3,3,Basic,3,Single,2,0,3,1,2,Executive,17693
202134,36,Self Enquiry,1,Salaried,Male,3,3,Basic,3,Married,1,1,5,1,0,Manager,21586
202135,47,Self Enquiry,3,Salaried,Female,3,4,Basic,3,Single,2,1,1,0,0,Executive,18294
202136,26,Self Enquiry,1,Salaried,Female,2,3,Basic,3,Married,1,1,5,1,1,Manager,20000
202137,41,Self Enquiry,1,Salaried,Female,2,5,Basic,3,Married,5,1,3,0,1,Executive,17778
202138,28,Self Enquiry,1,Small Business,Female,3,3,Basic,3,Married,6,0,3,0,0,Executive,17377
202139,39,Self Enquiry,1,Small Business,Male,3,3,Basic,5,Married,1,1,1,1,1,Executive,17404
202140,27,Self Enquiry,1,Salaried,Female,3,3,Basic,3,Single,2,0,1,0,0,Executive,17318
202141,34,Self Enquiry,1,Salaried,Male,2,3,Basic,4,Married,2,0,1,1,1,Executive,17008
202142,42,Self Enquiry,3,Small Business,Female,3,4,Premium,3,Single,1,0,3,1,0,Manager,21244
202143,33,Self Enquiry,1,Salaried,Male,3,4,Basic,5,Single,4,1,4,1,1,Executive,17799
202144,58,Self Enquiry,1,Large Business,Female,2,4,Premium,4,Married,3,1,5,1,1,Senior Manager,25552
202145,31,Self Enquiry,3,Salaried,Male,2,4,Basic,3,Married,4,0,4,1,1,Executive,17329
202146,26,Self Enquiry,1,Salaried,Female,2,3,Basic,3,Married,2,1,3,0,0,Manager,20000
202147,49,Self Enquiry,1,Salaried,Female,2,3,Premium,4,Married,5,0,4,0,1,Senior Manager,22403
202148,48,Self Enquiry,1,Small Business,Male,2,3,Basic,3,Married,5,0,1,1,0,Executive,17259
202149,31,Company Invited,3,Small Business,Female,2,3,Premium,3,Married,2,0,1,1,1,Manager,21932
202150,36,Self Enquiry,1,Salaried,Male,3,3,Basic,3,Single,3,0,3,1,2,Executive,19678
202151,38,Self Enquiry,1,Large Business,Female,3,3,Premium,5,Married,2,0,4,1,1,Senior Manager,28582
202152,32,Company Invited,1,Salaried,Female,3,4,Basic,4,Married,7,0,3,0,2,Executive,17332
202153,25,Self Enquiry,3,Small Business,Male,2,4,Basic,4,Married,2,1,1,0,1,Executive,17413
202154,40,Self Enquiry,3,Small Business,Male,3,4,Premium,4,Married,3,0,4,0,0,Senior Manager,24705
202155,26,Company Invited,3,Small Business,Male,2,4,Premium,5,Single,2,0,3,0,0,Manager,20000
202156,41,Self Enquiry,1,Small Business,Male,2,3,Basic,5,Single,3,1,4,1,1,Executive,19721
202157,36,Self Enquiry,1,Small Business,Male,3,3,Basic,3,Single,5,0,5,1,1,Executive,17519
202158,19,Self Enquiry,3,Salaried,Male,2,4,Basic,4,Single,2,1,1,1,1,Executive,17121
202159,20,Self Enquiry,1,Large Business,Male,2,3,Basic,5,Single,2,0,3,1,0,Executive,17973
202160,31,Self Enquiry,1,Small Business,Female,2,3,Premium,3,Married,1,1,4,1,0,Manager,20855
202161,32,Company Invited,1,Small Business,Male,2,3,Basic,4,Married,1,1,4,0,0,Executive,18617
202162,32,Self Enquiry,1,Small Business,Female,3,3,Premium,5,Married,2,0,1,1,0,Manager,21725
202163,36,Self Enquiry,3,Salaried,Male,2,4,Premium,3,Married,2,1,1,1,0,Senior Manager,25325
202164,33,Self Enquiry,1,Salaried,Female,2,4,Basic,3,Unmarried,1,0,4,1,1,Manager,21949
202165,37,Self Enquiry,3,Salaried,Male,2,4,Premium,3,Married,6,0,1,1,1,Senior Manager,25609
202166,45,Company Invited,1,Salaried,Male,2,3,Basic,4,Married,2,0,4,1,0,Manager,20000
202167,29,Company Invited,3,Large Business,Female,2,3,Basic,3,Married,2,0,3,0,1,Executive,17157
202168,35,Self Enquiry,3,Small Business,Female,2,3,Basic,3,Married,2,0,4,1,1,Manager,19601
202169,52,Self Enquiry,1,Salaried,Male,3,3,Premium,3,Married,3,0,1,1,2,AVP,32099
202170,58,Self Enquiry,1,Large Business,Male,2,3,Basic,3,Single,5,0,1,0,0,Executive,17479
202171,53,Self Enquiry,3,Small Business,Male,2,3,Premium,3,Married,7,0,3,1,0,AVP,29852
202172,30,Self Enquiry,3,Salaried,Male,3,3,Premium,3,Married,6,0,3,1,0,Senior Manager,22264
202173,38,Company Invited,3,Large Business,Female,2,3,Premium,3,Single,2,1,3,1,0,Manager,20666
202174,35,Self Enquiry,3,Salaried,Male,3,3,Premium,3,Married,7,0,5,0,2,Senior Manager,22823
202175,39,Self Enquiry,3,Salaried,Male,2,1,Premium,3,Unmarried,1,0,1,0,0,Senior Manager,22880
202176,40,Company Invited,3,Salaried,Female,3,1,Premium,4,Unmarried,5,1,3,1,0,AVP,28194
202177,47,Company Invited,1,Small Business,Male,3,1,Premium,3,Married,2,1,1,1,0,Manager,20067
202178,36,Company Invited,3,Large Business,Male,2,3,Premium,3,Married,5,0,3,1,1,Manager,20079
202179,31,Company Invited,1,Small Business,Male,2,4,Basic,5,Single,1,1,3,0,1,Executive,17321
202180,33,Company Invited,3,Salaried,Male,2,3,Premium,3,Single,2,0,3,1,0,AVP,32444
202181,29,Self Enquiry,1,Salaried,Female,3,4,Basic,5,Single,7,1,5,1,0,Executive,17404
202182,26,Self Enquiry,1,Salaried,Female,2,3,Basic,3,Single,4,0,3,1,0,Executive,18452
202183,45,Self Enquiry,1,Small Business,Female,3,3,Basic,3,Married,4,0,5,1,0,Executive,17270
202184,50,Self Enquiry,1,Small Business,Male,3,3,Premium,3,Married,1,0,5,0,2,AVP,32399
202185,33,Company Invited,1,Salaried,Female,2,1,Basic,4,Married,2,1,3,1,0,Manager,20488
202186,41,Company Invited,1,Small Business,Male,3,3,Premium,3,Married,3,0,4,0,2,VP,34419
202187,27,Self Enquiry,1,Large Business,Female,2,3,Basic,4,Married,1,0,1,1,0,Executive,17811
202188,26,Company Invited,1,Salaried,Male,2,3,Basic,5,Married,2,1,1,1,0,Manager,18633
202189,26,Self Enquiry,3,Salaried,Female,2,3,Basic,3,Single,2,1,3,1,1,Manager,20000
202190,30,Self Enquiry,1,Salaried,Female,2,3,Basic,3,Married,5,1,1,0,0,Executive,17132
202191,50,Self Enquiry,1,Salaried,Male,3,3,Premium,3,Married,4,1,4,1,2,AVP,28973
202192,38,Company Invited,1,Small Business,Male,3,3,Basic,3,Married,1,0,5,0,0,Executive,17684
202193,46,Self Enquiry,1,Small Business,Male,3,3,Premium,3,Married,7,0,1,1,1,Senior Manager,25845
202194,24,Self Enquiry,1,Small Business,Female,2,4,Premium,3,Married,2,0,3,0,0,Manager,20000
202195,26,Self Enquiry,1,Salaried,Male,2,4,Basic,4,Married,2,1,5,1,1,Executive,16000
202196,26,Company Invited,1,Salaried,Female,3,3,Premium,5,Married,2,0,5,1,0,Manager,20000
202197,18,Company Invited,1,Salaried,Male,3,3,Basic,3,Single,2,0,1,0,1,Executive,16051
202198,54,Self Enquiry,1,Large Business,Female,2,3,Premium,3,Married,1,0,5,0,0,Senior Manager,25739
202199,35,Self Enquiry,1,Small Business,Female,2,3,Premium,3,Married,2,1,3,0,1,Senior Manager,25388
202200,30,Self Enquiry,1,Salaried,Female,3,1,Premium,5,Married,1,1,1,0,2,Senior Manager,26416
202201,20,Self Enquiry,1,Small Business,Female,3,4,Basic,5,Single,2,1,3,1,2,Executive,17600
202202,30,Company Invited,1,Small Business,Female,2,3,Basic,4,Single,1,0,3,0,0,Executive,17422
202203,26,Self Enquiry,1,Small Business,Male,2,1,Premium,3,Married,2,0,3,1,1,Manager,20472
202204,22,Self Enquiry,1,Salaried,Male,3,5,Basic,5,Married,2,0,1,0,1,Executive,17451
202205,48,Self Enquiry,1,Salaried,Male,3,4,Basic,3,Single,3,0,1,0,2,Manager,20000
202206,48,Self Enquiry,1,Salaried,Male,3,4,Premium,3,Unmarried,1,0,5,1,0,Senior Manager,25999
202207,41,Self Enquiry,1,Small Business,Female,2,2,Premium,3,Single,7,0,3,1,1,Manager,20003
202208,39,Self Enquiry,1,Salaried,Female,3,4,Premium,3,Married,2,0,3,1,0,AVP,27742
202209,27,Self Enquiry,1,Salaried,Female,2,3,Basic,3,Married,1,0,5,1,0,Manager,20000
202210,26,Self Enquiry,1,Salaried,Male,2,3,Basic,3,Married,2,0,5,0,0,Executive,16000
202211,42,Self Enquiry,3,Small Business,Male,2,3,Premium,3,Married,7,0,4,0,1,VP,33303
202212,50,Self Enquiry,1,Salaried,Male,3,3,Basic,3,Married,5,0,5,1,2,Executive,17380
202213,59,Self Enquiry,1,Salaried,Female,3,4,Premium,3,Single,4,1,5,1,0,AVP,28726
202214,37,Self Enquiry,1,Small Business,Female,3,5,Basic,4,Married,6,0,4,1,0,Manager,19777
202215,55,Company Invited,1,Small Business,Male,3,3,Premium,4,Married,4,1,5,1,1,Manager,21385
202216,41,Company Invited,1,Salaried,Female,2,5,Premium,3,Married,2,0,4,1,0,VP,34973
202217,38,Self Enquiry,3,Salaried,Male,2,3,Basic,3,Unmarried,1,1,3,1,0,Manager,21861
202218,26,Company Invited,3,Small Business,Male,3,2,Basic,5,Single,1,0,3,1,1,Manager,19969
202219,52,Self Enquiry,3,Small Business,Female,2,5,Premium,3,Married,2,0,3,1,0,VP,34845
202220,44,Self Enquiry,3,Small Business,Female,2,1,Premium,3,Married,4,1,1,1,0,AVP,28320
202221,50,Company Invited,3,Salaried,Female,3,3,Basic,3,Married,1,0,1,0,1,Manager,21347
202222,36,Self Enquiry,1,Salaried,Female,2,1,Basic,5,Single,2,0,1,1,0,Executive,17743
202223,39,Company Invited,1,Small Business,Female,2,3,Premium,5,Unmarried,2,1,5,1,1,Senior Manager,25880
202224,33,Company Invited,3,Salaried,Female,2,4,Basic,3,Single,1,0,1,0,1,Executive,17342
202225,45,Self Enquiry,3,Salaried,Female,2,3,Premium,3,Married,4,0,4,0,1,AVP,32650
202226,32,Company Invited,1,Small Business,Female,3,3,Basic,3,Single,1,0,3,1,2,Executive,16000
202227,34,Self Enquiry,3,Small Business,Male,3,1,Premium,3,Married,1,0,5,0,1,Manager,24725
202228,59,Self Enquiry,3,Large Business,Male,3,3,Premium,3,Married,4,1,1,1,0,Senior Manager,26904
202229,45,Self Enquiry,2,Small Business,Male,2,3,Basic,4,Single,2,0,4,0,1,Executive,17177
202230,53,Company Invited,3,Small Business,Female,2,4,Premium,4,Married,3,0,1,1,0,Senior Manager,22525
202231,36,Self Enquiry,1,Salaried,Male,2,3,Basic,3,Married,1,0,4,0,1,Manager,19834
202232,26,Company Invited,1,Salaried,Male,2,3,Basic,5,Married,7,1,5,0,0,Executive,17042
202233,34,Self Enquiry,3,Salaried,Female,2,3,Basic,3,Married,2,1,1,0,1,Executive,17220
202234,28,Self Enquiry,3,Small Business,Male,3,3,Basic,4,Married,2,0,5,0,2,Executive,16052
202235,38,Company Invited,1,Salaried,Male,2,3,Basic,3,Married,4,0,3,1,0,Executive,17821
202236,50,Self Enquiry,1,Small Business,Male,3,3,Premium,3,Married,3,1,1,1,2,VP,34237
202237,26,Self Enquiry,1,Salaried,Female,2,3,Basic,4,Single,4,0,4,1,0,Manager,20000
202238,40,Self Enquiry,3,Small Business,Male,3,3,Premium,5,Married,2,0,1,1,2,Manager,23396
202239,26,Company Invited,1,Small Business,Female,3,4,Basic,3,Married,2,0,1,0,0,Executive,17007
202240,46,Self Enquiry,1,Small Business,Male,2,3,Premium,3,Married,1,0,5,1,0,VP,34627
202241,54,Self Enquiry,3,Salaried,Female,2,4,Premium,3,Married,7,0,5,1,1,Senior Manager,25686
202242,56,Company Invited,1,Small Business,Female,3,3,Basic,3,Married,3,0,1,1,0,Executive,17942
202243,36,Self Enquiry,1,Small Business,Female,2,4,Premium,3,Unmarried,1,0,1,1,0,Senior Manager,23858
202244,55,Company Invited,1,Small Business,Male,2,4,Premium,5,Single,1,0,3,1,1,AVP,31756
202245,43,Self Enquiry,3,Small Business,Male,3,4,Premium,3,Married,6,0,4,1,1,Senior Manager,25798
202246,20,Company Invited,3,Small Business,Female,2,3,Basic,3,Single,2,1,4,1,0,Executive,17323
202247,21,Self Enquiry,1,Salaried,Female,2,4,Basic,5,Single,2,0,3,0,1,Executive,16416
202248,46,Self Enquiry,1,Salaried,Female,3,4,Basic,5,Married,1,1,1,1,2,Manager,19615
202249,51,Self Enquiry,1,Salaried,Male,2,3,Basic,3,Married,1,1,1,0,0,Executive,17461
202250,28,Company Invited,1,Large Business,Male,3,4,Premium,5,Unmarried,2,0,1,1,1,Senior Manager,23722
202251,32,Self Enquiry,1,Small Business,Male,2,4,Basic,5,Married,2,0,3,1,1,Executive,16000
202252,30,Self Enquiry,1,Salaried,Male,2,3,Premium,5,Married,1,0,4,0,1,Manager,24957
202253,36,Self Enquiry,1,Large Business,Female,2,1,Basic,3,Married,2,0,3,0,0,Executive,18376
202254,38,Self Enquiry,1,Salaried,Female,3,4,Premium,3,Married,1,0,1,1,2,Senior Manager,23823
202255,40,Self Enquiry,1,Large Business,Male,3,3,Premium,3,Married,5,0,3,1,1,Senior Manager,25322
202256,27,Company Invited,1,Salaried,Male,2,5,Basic,3,Married,2,0,1,1,1,Executive,19621
202257,55,Company Invited,1,Salaried,Male,3,3,Premium,4,Married,4,0,1,0,1,Senior Manager,25976
202258,26,Self Enquiry,1,Salaried,Female,2,3,Basic,3,Single,4,0,4,0,1,Manager,18660
